creation_time,post_owner.id,post_owner.name,post_owner.username,id,media_id,tags,creation_time_tw
2025-01-01 05:01:07+00:00,901372925094851,厭世甜點店,energydessert2019,914645714479788,914645714479788,"{'0': '1443165980497957', '1': '900017765202427'}",2025-01-01 13:01:07+08:00
2025-01-06 08:45:02+00:00,901372925094851,厭世甜點店,energydessert2019,1604745184059257,1604745184059257,"{'0': '4384123938484340', '1': '900017765202427', '2': '1808259376504650'}",2025-01-06 16:45:02+08:00
2025-01-08 02:01:41+00:00,901372925094851,厭世甜點店,energydessert2019,2323872214775041,2323872214775041,{'0': '1277326786706387'},2025-01-08 10:01:41+08:00
2025-01-20 12:28:08+00:00,901372925094851,厭世甜點店,energydessert2019,1846478602718854,1846478602718854,"{'0': '900017765202427', '1': '25605770095791803', '2': '1808259376504650', '3': '1456589985930173'}",2025-01-20 20:28:08+08:00
2025-01-28 03:01:27+00:00,901372925094851,厭世甜點店,energydessert2019,2056501471943962,2056501471943962,"{'0': '900017765202427', '1': '25605770095791803', '2': '1808259376504650', '3': '1456589985930173'}",2025-01-28 11:01:27+08:00
2025-02-08 02:00:36+00:00,901372925094851,厭世甜點店,energydessert2019,897251196429887,897251196429887,{'0': '900017765202427'},2025-02-08 10:00:36+08:00
2025-02-11 09:52:15+00:00,901372925094851,厭世甜點店,energydessert2019,892089267130508,892089267130508,"{'0': '1808259376504650', '1': '900017765202427', '2': '25605770095791803', '3': '1456589985930173'}",2025-02-11 17:52:15+08:00
2025-02-17 07:16:09+00:00,901372925094851,厭世甜點店,energydessert2019,2387126655117511,2387126655117511,{'0': '947492223947252'},2025-02-17 15:16:09+08:00
2025-02-18 02:01:47+00:00,901372925094851,厭世甜點店,energydessert2019,908565605096629,908565605096629,"{'0': '900017765202427', '1': '25605770095791803', '2': '1808259376504650', '3': '1456589985930173'}",2025-02-18 10:01:47+08:00
2025-02-19 03:01:32+00:00,901372925094851,厭世甜點店,energydessert2019,1241475824088962,1241475824088962,{'0': '2133923887144521'},2025-02-19 11:01:32+08:00
2025-02-24 09:40:01+00:00,901372925094851,厭世甜點店,energydessert2019,3885233375118697,3885233375118697,{'0': '441044018640171'},2025-02-24 17:40:01+08:00
2025-02-27 07:47:13+00:00,901372925094851,厭世甜點店,energydessert2019,897368553155656,897368553155656,"{'0': '4384123938484340', '1': '900017765202427', '2': '25605770095791803'}",2025-02-27 15:47:13+08:00
2025-03-03 07:33:37+00:00,901372925094851,厭世甜點店,energydessert2019,2990346034500277,2990346034500277,{'0': '1792835704795813'},2025-03-03 15:33:37+08:00
2025-03-10 06:28:02+00:00,901372925094851,厭世甜點店,energydessert2019,1439638624375442,1439638624375442,"{'0': '2058614511592602', '1': '575761305147521'}",2025-03-10 14:28:02+08:00
2025-03-14 09:32:25+00:00,901372925094851,厭世甜點店,energydessert2019,2066851540555197,2066851540555197,"{'0': '4384123938484340', '1': '900017765202427', '2': '1456589985930173'}",2025-03-14 17:32:25+08:00
2025-03-19 02:01:47+00:00,901372925094851,厭世甜點店,energydessert2019,2150923018983226,2150923018983226,{'0': '849880977029075'},2025-03-19 10:01:47+08:00
2025-03-22 02:01:03+00:00,901372925094851,厭世甜點店,energydessert2019,722917394108539,722917394108539,"{'0': '4384123938484340', '1': '900017765202427', '2': '1808259376504650', '3': '1456589985930173'}",2025-03-22 10:01:03+08:00
2025-03-25 05:02:11+00:00,901372925094851,厭世甜點店,energydessert2019,26070346839251968,26070346839251972,{'0': '1493520788579868'},2025-03-25 13:02:11+08:00
2025-03-26 02:01:02+00:00,901372925094851,厭世甜點店,energydessert2019,1257708772976623,1257708772976623,{'0': '904387785797900'},2025-03-26 10:01:02+08:00
2025-03-29 04:01:20+00:00,901372925094851,厭世甜點店,energydessert2019,24054549580908728,24054549580908727,"{'0': '4384123938484340', '1': '900017765202427', '2': '1456589985930173'}",2025-03-29 12:01:20+08:00
2025-04-01 07:17:21+00:00,901372925094851,厭世甜點店,energydessert2019,1504484501684148,1504484501684148,{'0': '1833997590677795'},2025-04-01 15:17:21+08:00
2025-04-04 05:31:45+00:00,901372925094851,厭世甜點店,energydessert2019,1201584115470689,1201584115470689,"{'0': '4384123938484340', '1': '900017765202427', '2': '1456589985930173'}",2025-04-04 13:31:45+08:00
2025-04-07 12:01:14+00:00,901372925094851,厭世甜點店,energydessert2019,1332561685275692,1332561685275692,"{'0': '900017765202427', '1': '1456589985930173'}",2025-04-07 20:01:14+08:00
2025-04-10 11:00:26+00:00,901372925094851,厭世甜點店,energydessert2019,2177348596336031,2177348596336031,"{'0': '4384123938484340', '1': '900017765202427', '2': '1456589985930173'}",2025-04-10 19:00:26+08:00
2025-04-14 03:01:08+00:00,901372925094851,厭世甜點店,energydessert2019,1465327808292126,1465327808292126,{'0': '2807940639359439'},2025-04-14 11:01:08+08:00
2025-04-18 10:12:58+00:00,901372925094851,厭世甜點店,energydessert2019,1611295003393053,1611295003393053,"{'0': '4384123938484340', '1': '900017765202427', '2': '1456589985930173'}",2025-04-18 18:12:58+08:00
2025-04-21 12:01:54+00:00,901372925094851,厭世甜點店,energydessert2019,1378539647640024,1378539647640024,{'0': '1592944118650865'},2025-04-21 20:01:54+08:00
2025-04-28 03:37:56+00:00,901372925094851,厭世甜點店,energydessert2019,1251971602929584,1251971602929584,"{'0': '4384123938484340', '1': '900017765202427', '2': '1456589985930173'}",2025-04-28 11:37:56+08:00
2025-05-03 03:01:24+00:00,901372925094851,厭世甜點店,energydessert2019,4235683043346045,4235683043346045,"{'0': '4384123938484340', '1': '900017765202427', '2': '1456589985930173'}",2025-05-03 11:01:24+08:00
2025-05-06 12:28:09+00:00,901372925094851,厭世甜點店,energydessert2019,1662350238543296,1662350238543296,"{'0': '4384123938484340', '1': '900017765202427', '2': '1456589985930173'}",2025-05-06 20:28:09+08:00
2025-05-14 03:01:53+00:00,901372925094851,厭世甜點店,energydessert2019,1445579727270317,1445579727270317,"{'0': '4384123938484340', '1': '1191524473125262', '2': '1456589985930173'}",2025-05-14 11:01:53+08:00
2025-05-17 05:49:07+00:00,901372925094851,厭世甜點店,energydessert2019,1584632749432366,1584632749432366,{'0': '900017765202427'},2025-05-17 13:49:07+08:00
2025-05-21 03:01:40+00:00,901372925094851,厭世甜點店,energydessert2019,896321859678907,896321859678907,"{'0': '4384123938484340', '1': '900017765202427', '2': '1456589985930173'}",2025-05-21 11:01:40+08:00
2025-06-04 04:01:50+00:00,901372925094851,厭世甜點店,energydessert2019,926591859764095,926591859764095,{'0': '881729534841410'},2025-06-04 12:01:50+08:00
2025-06-20 08:52:27+00:00,901372925094851,厭世甜點店,energydessert2019,761703813338460,761703813338460,{'0': 'non_public_1083469516646158'},2025-06-20 16:52:27+08:00
2025-06-24 03:01:56+00:00,901372925094851,厭世甜點店,energydessert2019,1407565200497571,1407565200497571,{'0': '911591198248277'},2025-06-24 11:01:56+08:00
2025-07-02 03:02:12+00:00,901372925094851,厭世甜點店,energydessert2019,2153399492064075,2153399492064075,"{'0': '4384123938484340', '1': '900017765202427', '2': '25605770095791803', '3': '1808259376504650', '4': '1456589985930173'}",2025-07-02 11:02:12+08:00
