Aisa_Order,person_name,ig_name,ig_id,ig_strong_id,done,posts,Followers,Following,ig_url,ig_url ig_private,ig_notSure_notFound,ig_repeat,category,followers,Top200新增
103,鐵牛-Ironbull,鐵牛Ironbull,ironbullim,,,,,,https://www.instagram.com/ironbullim/,,,,"遊戲電玩,趣味搞笑","507,446",1
104,小尾巴,小尾巴,tiest0913,,,,,,https://www.instagram.com/tiest0913/,,,,"表演藝術,遊戲電玩,趣味搞笑","446,565",1
105,蔡哥,蔡哥,tsaibrotherderboofan,,,,,,https://www.instagram.com/tsaibrotherderboofan/,,,,"表演藝術,趣味搞笑","685,495",1
106,Ciao!-Kitchen,ᴄɪᴀᴏ! ᴋɪᴛᴄʜᴇɴ 巧兒灶咖,ciao_kitchen,,,,,,https://www.instagram.com/ciao_kitchen/,,,,美食料理,"930,506",1
107,超粒方,超粒方,tesscube,,1,,,,https://www.instagram.com/tesscube/,,,,影視評論,"1,516,587",1
108,Sandy-&-Mandy,Sandy&Mandy,sandymandy_official,5694299090,1,579,51.8萬,262,https://www.instagram.com/sandymandy_official/,,,,表演藝術,"4,368,119",
109,麻糬爸,麻糬爸與白爛貓家族,mochi_dad,588016383,1,2543,39萬,116,https://www.instagram.com/mochi_dad/,,,,表演藝術,"983,918",
110,Six-Wang,Six Wang ,6tan,144080454,1,,,,https://www.instagram.com/6tan/,,,,遊戲電玩,"719,070",
111,Lilyflute長笛姐姐,長笛姐姐🪄Lily Flute,lilyflute,2926479106,1,,,,https://www.instagram.com/lilyflute/,,,,表演藝術,"575,346",
112,Wecook123-料理123,料理123,wecook123123,,,,,,https://www.instagram.com/wecook123123/,,,,美食料理,"1,686,717",1
113,林進-飛醺卑鄙-fashion-baby,林進Lingin 林東進飛醺卑鄙Fashionbaby ,lingin1209,371630480,g,8174,71.9萬,2246,https://www.instagram.com/lingin1209/,,,,趣味搞笑,"2,522,901",
114,泥泥汝niniru,泥泥汝niniru,niniru621,,,,,,https://www.instagram.com/niniru621/,,,,"美妝保養,遊戲電玩","737,905",1
115,艾爾文,艾爾文,alvin701,1972535324,1,1327,18.8萬,141,https://www.instagram.com/alvin701/,,,,知識教育,"1,563,768",
116,DE-JuN,DE JuN,de.jun_666,,,,,,https://www.instagram.com/de.jun_666/,,,,遊戲電玩,"2,496,068",1
117,小熊-Yuniko,小熊yuniko,yuniko0720,,,,,,https://www.instagram.com/yuniko0720/,,,,"3C科技,遊戲電玩,旅遊","723,962",1
118,IFBB-Pro-Lin-Ching-Chieh-林敬傑,BBpPro-Lin-Ching-Chieh-林敬傑,超級熱狗王 林敬傑 IFBB PRO,ackj0301_ifbbpro,356292460,1,,,,https://www.instagram.com/ackj0301_ifbbpro/,,,運動健身,"566,318",
119,Bobo-TV,BoBo TV,bobo_kira,,,,,,https://www.instagram.com/bobo_kira/,,,,寵物,"607,302",1
120,嘎嫂二伯,嘎嫂二伯,2uncle987,2113732341,g,4181,77.2萬,700,https://www.instagram.com/2uncle987/,,,,"旅遊,家庭母嬰","1,202,900",
121,找蔬食-Traveggo,找蔬食 Hao&Yang,traveggo,,,,,,https://www.instagram.com/traveggo/,,,,"美食料理,趣味搞笑","628,247",1
122,我是阿樂-林妤臻,我是阿樂🐹林妤臻🎏,alephant_0427,,,,,,https://www.instagram.com/alephant_0427/,,,,"遊戲電玩,表演藝術","1,691,167",1
123,紀卜心-Kimi,♡ 🍒紀卜心☺︎,eatzzz7,,,,,,https://www.instagram.com/eatzzz7/,,,,"美妝保養,時尚潮流,旅遊","1,522,665",1
124,台灣吧,臺灣吧 Taiwan Bar,taiwan_bar,10724137476,1,,,,https://www.instagram.com/taiwan_bar/,,,,"知識教育,理財創業","1,776,982",
125,Patti-Huang,🎀iampatti采蓁🎀,pattihuang,,,,,,https://www.instagram.com/pattihuang/,,,,"美食料理,寵物,趣味搞笑","585,869",1
126,強運少女日本日記RU-in-Japan/,るー🌿RU醬,kaoru_0409,,,,,,https://www.instagram.com/kaoru_0409/,,,,"旅遊,美食料理","548,777",1
127,邱沁宜,邱沁宜/黛西小姐 Miss Daisy,daisy.chiu,,,,,,https://www.instagram.com/daisy.chiu/,,,,"理財創業,高階經理人","563,247",1
128,阿淇博士-Dr.Achi,阿淇博士 Dr.Achi,hithisisachi,,,,,,https://www.instagram.com/hithisisachi/,,,,"美食料理,醫療健康,知識教育","614,509",1
129,J-Bao賤葆,賤葆ʕ•ᴥ•ʔ✨,jbao_5000,,,,,,https://www.instagram.com/jbao_5000/,,,,"趣味搞笑,旅遊","1,652,165",1
130,這群人-董仔,這群人董仔,donehannah,,,,,,https://www.instagram.com/donehannah/,,,,"表演藝術,趣味搞笑","668,474",1
131,Ines-Wang,王以甯 𝙸 𝙽 𝙴 𝚂,inesinesw,,,,,,https://www.instagram.com/inesinesw/,,,,"美妝保養,時尚潮流,帶貨分潤","1,026,129",1
132,元-元,元 元,1105ya,506333587,1,1521,alvin701,558,https://www.instagram.com/1105ya/,,,,時尚潮流,"2,077,332",
